sta_code,sku_code,长(CM),宽(CM),高(CM),qty
ORDER_0028,BOX_0028_0008,43.16,24.32,11.21,1
ORDER_0028,BOX_0028_0009,24.92,43.16,19.83,1
ORDER_0028,BOX_0028_0010,43.16,19.83,16.91,1
ORDER_0028,BOX_0028_0011,43.6,43.16,27.44,1
ORDER_0028,BOX_0028_0012,18.2,62.51,35.28,1
ORDER_0028,BOX_0028_0013,18.2,37.49,35.28,1
ORDER_0028,BOX_0028_0014,56.84,64.72,30.18,1
ORDER_0028,BOX_0028_0015,56.84,19.39,64.72,1
ORDER_0028,BOX_0028_0016,30.73,43.6,24.59,1
ORDER_0028,BOX_0028_0017,43.6,7.14,30.73,1
ORDER_0028,BOX_0028_0018,43.6,11.43,30.73,1
ORDER_0028,BOX_0028_0019,64.72,35.66,18.87,1
ORDER_0028,BOX_0028_0020,21.18,64.72,18.87,1
ORDER_0029,BOX_0029_0000,100.0,36.17,39.99,1
ORDER_0029,BOX_0029_0001,100.0,18.7,100.0,1
ORDER_0029,BOX_0029_0002,36.17,60.01,38.98,1
ORDER_0029,BOX_0029_0003,45.16,30.6,27.5,1
ORDER_0029,BOX_0029_0004,27.5,29.67,100.0,1
ORDER_0029,BOX_0029_0005,27.5,23.4,45.16,1
ORDER_0029,BOX_0029_0006,27.5,45.16,46.0,1
ORDER_0029,BOX_0029_0007,100.0,17.63,32.62,1
ORDER_0029,BOX_0029_0008,100.0,67.38,17.63,1
ORDER_0029,BOX_0029_0009,34.39,27.5,25.17,1
ORDER_0029,BOX_0029_0010,25.17,27.5,65.61,1
ORDER_0029,BOX_0029_0011,61.02,36.17,23.03,1
ORDER_0029,BOX_0029_0012,61.02,36.17,36.98,1
ORDER_0030,BOX_0030_0000,65.69,39.35,16.67,1
ORDER_0030,BOX_0030_0001,35.97,39.64,14.56,1
ORDER_0030,BOX_0030_0002,35.97,39.64,19.75,1
ORDER_0030,BOX_0030_0003,39.55,32.93,19.18,1
ORDER_0030,BOX_0030_0004,13.8,64.68,34.31,1
ORDER_0030,BOX_0030_0005,64.68,12.02,34.31,1
ORDER_0030,BOX_0030_0006,34.31,11.23,64.68,1
ORDER_0030,BOX_0030_0007,34.31,60.1,16.13,1
ORDER_0030,BOX_0030_0008,32.93,11.18,26.14,1
ORDER_0030,BOX_0030_0009,26.14,8.0,32.93,1
ORDER_0030,BOX_0030_0010,16.31,34.31,26.98,1
ORDER_0030,BOX_0030_0011,26.98,34.31,23.33,1
ORDER_0030,BOX_0030_0012,65.69,39.35,27.33,1
ORDER_0030,BOX_0030_0013,65.69,39.35,23.07,1
ORDER_0030,BOX_0030_0014,32.93,9.16,65.69,1
ORDER_0030,BOX_0030_0015,52.52,19.19,34.31,1
ORDER_0030,BOX_0030_0016,47.48,19.19,34.31,1
ORDER_0030,BOX_0030_0017,34.31,29.47,25.04,1
ORDER_0030,BOX_0030_0018,33.48,25.04,34.31,1
ORDER_0030,BOX_0030_0019,25.44,60.65,39.31,1
ORDER_0030,BOX_0030_0020,16.13,21.14,39.9,1
ORDER_0030,BOX_0030_0021,13.17,16.13,39.9,1
ORDER_0030,BOX_0030_0022,36.73,34.55,25.37,1
ORDER_0030,BOX_0030_0023,34.55,40.32,36.73,1
ORDER_0030,BOX_0030_0024,65.69,23.92,14.97,1
ORDER_0030,BOX_0030_0025,65.69,23.92,19.58,1
ORDER_0030,BOX_0030_0026,45.01,19.88,33.1,1
ORDER_0030,BOX_0030_0027,33.1,20.68,19.88,1
ORDER_0030,BOX_0030_0028,27.55,20.91,19.88,1
ORDER_0030,BOX_0030_0029,27.55,44.78,19.88,1
ORDER_0030,BOX_0030_0030,11.01,38.93,32.93,1
ORDER_0030,BOX_0030_0031,11.01,26.76,32.93,1
ORDER_0030,BOX_0030_0032,60.65,20.13,28.33,1
ORDER_0030,BOX_0030_0033,60.65,20.13,37.36,1
ORDER_0030,BOX_0030_0034,25.44,18.29,26.38,1
ORDER_0030,BOX_0030_0035,25.44,42.36,26.38,1
ORDER_0031,BOX_0031_0000,23.45,31.14,33.34,1
ORDER_0031,BOX_0031_0001,10.9,68.86,37.06,1
ORDER_0031,BOX_0031_0002,37.05,16.31,52.84,1
ORDER_0031,BOX_0031_0003,17.85,52.84,16.31,1
ORDER_0031,BOX_0031_0004,23.12,39.9,20.19,1
ORDER_0031,BOX_0031_0005,13.61,31.14,18.76,1
ORDER_0031,BOX_0031_0006,13.61,31.14,14.58,1
ORDER_0031,BOX_0031_0007,37.06,17.23,20.83,1
ORDER_0031,BOX_0031_0008,17.23,37.06,12.53,1
ORDER_0031,BOX_0031_0009,54.9,16.31,32.28,1
ORDER_0031,BOX_0031_0010,14.88,16.31,54.9,1
ORDER_0031,BOX_0031_0011,23.44,54.9,20.19,1
ORDER_0031,BOX_0031_0012,36.66,54.9,20.19,1
ORDER_0031,BOX_0031_0013,54.9,9.14,55.71,1
ORDER_0031,BOX_0031_0014,26.46,13.0,33.36,1
ORDER_0031,BOX_0031_0015,24.06,26.46,33.36,1
ORDER_0031,BOX_0031_0016,55.71,54.9,9.4,1
ORDER_0031,BOX_0031_0017,31.78,20.19,18.32,1
ORDER_0031,BOX_0031_0018,20.19,21.58,31.78,1
ORDER_0031,BOX_0031_0019,37.06,22.44,26.46,1
ORDER_0031,BOX_0031_0020,42.4,37.06,22.44,1
ORDER_0031,BOX_0031_0021,26.44,44.29,18.98,1
ORDER_0031,BOX_0031_0022,44.29,26.44,35.92,1
ORDER_0031,BOX_0031_0023,32.09,46.27,37.06,1
ORDER_0031,BOX_0031_0024,34.57,46.27,37.06,1
ORDER_0031,BOX_0031_0025,27.78,7.9,54.9,1
ORDER_0031,BOX_0031_0026,15.02,7.9,54.9,1
ORDER_0031,BOX_0031_0027,12.91,7.9,54.9,1
ORDER_0031,BOX_0031_0028,27.01,100.0,45.1,1
ORDER_0031,BOX_0031_0029,36.88,35.93,45.1,1
ORDER_0031,BOX_0031_0030,42.38,45.1,35.93,1
ORDER_0031,BOX_0031_0031,45.1,35.93,20.74,1
ORDER_0031,BOX_0031_0032,37.06,11.03,33.36,1
ORDER_0031,BOX_0031_0033,45.89,20.37,37.06,1
ORDER_0031,BOX_0031_0034,20.37,20.77,37.06,1
ORDER_0031,BOX_0031_0035,23.24,11.94,33.36,1
ORDER_0031,BOX_0031_0036,33.36,11.94,13.82,1
ORDER_0032,BOX_0032_0000,25.53,31.23,100.0,1
ORDER_0032,BOX_0032_0001,34.52,27.72,25.53,1
ORDER_0032,BOX_0032_0002,30.82,22.21,100.0,1
ORDER_0032,BOX_0032_0003,12.18,65.48,25.53,1
ORDER_0032,BOX_0032_0004,65.48,15.54,25.53,1
ORDER_0032,BOX_0032_0005,9.73,100.0,14.3,1
ORDER_0032,BOX_0032_0006,9.73,100.0,11.73,1
ORDER_0032,BOX_0032_0007,17.25,21.44,51.9,1
ORDER_0032,BOX_0032_0008,51.9,17.25,20.86,1
ORDER_0032,BOX_0032_0009,37.24,16.26,51.9,1
ORDER_0032,BOX_0032_0010,100.0,30.82,14.82,1
ORDER_0032,BOX_0032_0011,62.64,17.46,30.82,1
ORDER_0032,BOX_0032_0012,37.36,17.46,30.82,1
ORDER_0032,BOX_0032_0013,15.02,25.53,49.62,1
ORDER_0032,BOX_0032_0014,28.27,37.24,26.04,1
ORDER_0032,BOX_0032_0015,9.37,50.38,25.53,1
ORDER_0032,BOX_0032_0016,50.38,5.65,25.53,1
ORDER_0032,BOX_0032_0017,43.96,19.43,26.88,1
ORDER_0032,BOX_0032_0018,19.43,26.88,56.04,1
ORDER_0032,BOX_0032_0019,100.0,35.06,9.73,1
ORDER_0032,BOX_0032_0020,100.0,35.06,8.68,1
ORDER_0032,BOX_0032_0021,100.0,35.06,8.47,1
ORDER_0032,BOX_0032_0022,33.06,7.26,100.0,1
ORDER_0032,BOX_0032_0023,33.06,12.72,100.0,1
ORDER_0032,BOX_0032_0024,14.43,23.63,37.24,1
ORDER_0032,BOX_0032_0025,11.61,23.63,37.24,1
ORDER_0032,BOX_0032_0026,30.44,42.3,15.38,1
ORDER_0032,BOX_0032_0027,32.72,42.3,30.44,1
ORDER_0032,BOX_0032_0028,48.1,24.05,17.6,1
ORDER_0032,BOX_0032_0029,48.1,24.05,24.7,1
ORDER_0032,BOX_0032_0030,8.25,15.8,100.0,1
ORDER_0032,BOX_0032_0031,15.8,17.78,100.0,1
ORDER_0032,BOX_0032_0032,30.4,19.98,66.94,1
ORDER_0032,BOX_0032_0033,19.98,66.94,69.6,1
ORDER_0033,BOX_0033_0000,54.68,20.99,33.62,1
ORDER_0033,BOX_0033_0001,44.94,17.56,54.68,1
ORDER_0033,BOX_0033_0002,54.68,19.47,56.43,1
ORDER_0033,BOX_0033_0003,13.33,29.18,54.68,1
ORDER_0033,BOX_0033_0004,13.33,27.25,54.68,1
ORDER_0033,BOX_0033_0005,54.68,23.82,32.8,1
ORDER_0033,BOX_0033_0006,32.8,19.75,54.68,1
ORDER_0033,BOX_0033_0007,28.65,54.68,55.75,1
ORDER_0033,BOX_0033_0008,54.68,44.25,28.65,1
ORDER_0033,BOX_0033_0009,55.06,7.75,54.68,1
ORDER_0033,BOX_0033_0010,19.9,27.86,100.0,1
ORDER_0033,BOX_0033_0011,19.9,31.58,100.0,1
ORDER_0033,BOX_0033_0012,59.44,25.42,48.25,1
ORDER_0033,BOX_0033_0013,59.44,51.75,25.42,1
ORDER_0033,BOX_0033_0014,21.55,54.68,9.81,1
ORDER_0033,BOX_0033_0015,33.51,54.68,9.81,1
ORDER_0033,BOX_0033_0016,60.98,45.32,40.56,1
ORDER_0033,BOX_0033_0017,40.56,45.32,39.02,1
ORDER_0033,BOX_0033_0018,20.71,20.99,54.68,1
ORDER_0033,BOX_0033_0019,45.67,20.99,54.68,1
ORDER_0034,BOX_0034_0000,40.23,100.0,23.51,1
ORDER_0034,BOX_0034_0001,13.97,66.17,35.21,1
ORDER_0034,BOX_0034_0002,13.97,33.83,35.21,1
ORDER_0034,BOX_0034_0003,24.56,10.49,62.97,1
ORDER_0034,BOX_0034_0004,24.56,21.61,62.97,1
ORDER_0034,BOX_0034_0005,54.34,18.13,35.21,1
ORDER_0034,BOX_0034_0006,59.77,38.79,35.25,1
ORDER_0034,BOX_0034_0007,40.23,100.0,23.85,1
ORDER_0034,BOX_0034_0008,100.0,12.6,40.23,1
ORDER_0034,BOX_0034_0009,20.55,32.1,24.56,1
ORDER_0034,BOX_0034_0010,24.56,32.1,16.48,1
ORDER_0034,BOX_0034_0011,23.16,32.65,100.0,1
ORDER_0034,BOX_0034_0012,36.61,32.65,46.49,1
ORDER_0034,BOX_0034_0013,53.51,32.65,36.61,1
ORDER_0034,BOX_0034_0014,40.23,21.13,100.0,1
ORDER_0034,BOX_0034_0015,40.23,18.91,100.0,1
ORDER_0034,BOX_0034_0016,35.21,18.13,19.4,1
ORDER_0034,BOX_0034_0017,35.21,18.13,26.26,1
ORDER_0034,BOX_0034_0018,35.25,22.48,61.21,1
ORDER_0034,BOX_0034_0019,37.29,61.21,35.25,1
ORDER_0035,BOX_0035_0000,32.62,41.95,19.78,1
ORDER_0035,BOX_0035_0001,32.62,41.95,22.61,1
ORDER_0035,BOX_0035_0002,48.59,21.45,43.06,1
ORDER_0035,BOX_0035_0003,33.4,37.77,23.36,1
ORDER_0035,BOX_0035_0004,15.94,32.62,36.64,1
ORDER_0035,BOX_0035_0005,60.58,10.9,23.55,1
ORDER_0035,BOX_0035_0006,60.58,23.55,21.72,1
ORDER_0035,BOX_0035_0007,36.72,33.4,49.01,1
ORDER_0035,BOX_0035_0008,50.99,36.72,33.4,1
ORDER_0035,BOX_0035_0009,33.81,21.63,32.62,1
ORDER_0035,BOX_0035_0010,100.0,19.52,12.53,1
ORDER_0035,BOX_0035_0011,23.61,23.48,32.62,1
ORDER_0035,BOX_0035_0012,13.03,23.48,32.62,1
ORDER_0035,BOX_0035_0013,27.67,21.45,100.0,1
ORDER_0035,BOX_0035_0014,35.02,23.36,33.4,1
ORDER_0035,BOX_0035_0015,50.25,39.92,33.4,1
ORDER_0035,BOX_0035_0016,21.45,52.95,23.74,1
ORDER_0035,BOX_0035_0017,47.05,23.74,21.45,1
ORDER_0035,BOX_0035_0018,15.92,23.36,27.21,1
ORDER_0035,BOX_0035_0019,17.48,27.21,23.36,1
ORDER_0035,BOX_0035_0020,12.53,55.69,28.31,1
ORDER_0035,BOX_0035_0021,12.53,44.31,28.31,1
ORDER_0035,BOX_0035_0022,56.94,20.02,21.45,1
ORDER_0035,BOX_0035_0023,56.94,9.73,21.45,1
ORDER_0035,BOX_0035_0024,56.94,18.84,21.45,1
ORDER_0035,BOX_0035_0025,17.98,32.62,60.58,1
ORDER_0035,BOX_0035_0026,60.58,16.52,32.62,1
ORDER_0035,BOX_0035_0027,28.15,100.0,12.53,1
ORDER_0035,BOX_0035_0028,24.02,100.0,12.53,1
ORDER_0035,BOX_0035_0029,17.1,23.8,41.95,1
ORDER_0035,BOX_0035_0030,23.8,15.52,41.95,1
ORDER_0035,BOX_0035_0031,39.42,10.97,21.41,1
ORDER_0035,BOX_0035_0032,39.42,21.65,21.41,1
ORDER_0035,BOX_0035_0033,32.62,8.28,33.81,1
ORDER_0035,BOX_0035_0034,32.62,33.81,12.04,1
ORDER_0035,BOX_0035_0035,33.4,49.75,23.44,1
ORDER_0035,BOX_0035_0036,49.75,16.48,33.4,1
ORDER_0036,BOX_0036_0000,100.0,14.34,36.02,1
ORDER_0036,BOX_0036_0001,21.44,24.41,100.0,1
ORDER_0036,BOX_0036_0002,21.44,23.64,100.0,1
ORDER_0036,BOX_0036_0003,21.53,100.0,7.25,1
ORDER_0036,BOX_0036_0004,27.91,61.12,64.34,1
ORDER_0036,BOX_0036_0005,12.85,51.16,51.95,1
ORDER_0036,BOX_0036_0006,51.95,12.85,48.84,1
ORDER_0036,BOX_0036_0007,19.31,100.0,19.22,1
ORDER_0036,BOX_0036_0008,47.02,35.66,27.91,1
ORDER_0036,BOX_0036_0009,64.34,38.88,11.18,1
ORDER_0036,BOX_0036_0010,8.59,51.95,49.03,1
ORDER_0036,BOX_0036_0011,28.1,51.95,8.59,1
ORDER_0036,BOX_0036_0012,22.87,8.59,51.95,1
ORDER_0036,BOX_0036_0013,21.53,32.17,7.38,1
ORDER_0036,BOX_0036_0014,21.53,67.83,7.38,1
ORDER_0036,BOX_0036_0015,45.98,38.32,20.88,1
ORDER_0036,BOX_0036_0016,19.31,49.97,16.8,1
ORDER_0036,BOX_0036_0017,16.8,50.03,19.31,1
ORDER_0036,BOX_0036_0018,20.88,38.32,30.53,1
ORDER_0036,BOX_0036_0019,20.88,38.32,23.49,1
ORDER_0036,BOX_0036_0020,58.9,33.84,14.63,1
ORDER_0036,BOX_0036_0021,14.63,66.16,58.9,1
ORDER_0036,BOX_0036_0022,7.65,100.0,19.57,1
ORDER_0036,BOX_0036_0023,19.57,6.98,100.0,1
ORDER_0036,BOX_0036_0024,60.62,14.66,15.14,1
ORDER_0036,BOX_0036_0025,100.0,20.67,28.03,1
ORDER_0036,BOX_0036_0026,100.0,28.03,15.35,1
ORDER_0036,BOX_0036_0027,38.88,43.32,16.73,1
ORDER_0036,BOX_0036_0028,38.88,21.02,16.73,1
ORDER_0036,BOX_0036_0029,20.46,39.38,15.14,1
ORDER_0036,BOX_0036_0030,17.86,15.14,39.38,1
ORDER_0036,BOX_0036_0031,15.14,60.62,8.79,1
ORDER_0036,BOX_0036_0032,15.14,14.87,60.62,1
ORDER_0036,BOX_0036_0033,27.91,19.88,35.66,1
ORDER_0036,BOX_0036_0034,27.91,35.66,33.1,1
ORDER_0037,BOX_0037_0000,100.0,27.33,13.79,1
ORDER_0037,BOX_0037_0001,68.49,17.62,20.0,1
ORDER_0037,BOX_0037_0002,63.28,27.33,27.21,1
ORDER_0037,BOX_0037_0003,36.72,27.21,27.33,1
ORDER_0037,BOX_0037_0004,23.75,35.61,39.51,1
ORDER_0037,BOX_0037_0005,28.62,39.51,35.61,1
ORDER_0037,BOX_0037_0006,45.98,39.82,17.84,1
ORDER_0037,BOX_0037_0007,52.37,20.67,39.76,1
ORDER_0037,BOX_0037_0008,39.51,52.37,8.54,1
ORDER_0037,BOX_0037_0009,68.49,17.62,14.41,1
ORDER_0037,BOX_0037_0010,68.49,30.01,20.87,1
ORDER_0037,BOX_0037_0011,45.98,10.98,17.64,1
ORDER_0037,BOX_0037_0012,12.87,38.72,52.37,1
ORDER_0037,BOX_0037_0013,13.37,27.35,46.09,1
ORDER_0037,BOX_0037_0014,13.37,12.47,46.09,1
ORDER_0037,BOX_0037_0015,68.49,30.01,13.04,1
ORDER_0037,BOX_0037_0016,68.49,16.52,26.27,1
ORDER_0037,BOX_0037_0017,68.49,13.49,26.27,1
ORDER_0037,BOX_0037_0018,16.67,16.81,39.82,1
ORDER_0037,BOX_0037_0019,29.42,16.81,39.82,1
ORDER_0037,BOX_0037_0020,17.84,38.72,52.37,1
ORDER_0037,BOX_0037_0021,25.23,17.62,25.77,1
ORDER_0037,BOX_0037_0022,17.62,43.26,25.77,1
ORDER_0037,BOX_0037_0023,39.51,6.8,52.37,1
ORDER_0037,BOX_0037_0024,39.51,10.33,52.37,1
ORDER_0037,BOX_0037_0025,52.37,6.11,38.72,1
ORDER_0037,BOX_0037_0026,2.69,38.72,52.37,1
ORDER_0037,BOX_0037_0027,19.59,31.51,47.63,1
ORDER_0037,BOX_0037_0028,20.55,31.51,47.63,1
ORDER_0037,BOX_0037_0029,42.8,41.0,12.49,1
ORDER_0037,BOX_0037_0030,41.0,12.49,57.2,1
ORDER_0037,BOX_0037_0031,28.53,20.67,52.37,1
ORDER_0037,BOX_0037_0032,52.37,31.71,20.67,1
ORDER_0037,BOX_0037_0033,31.51,32.99,20.04,1
ORDER_0037,BOX_0037_0034,31.51,20.04,14.64,1
ORDER_0037,BOX_0037_0035,16.26,39.82,54.02,1
ORDER_0037,BOX_0037_0036,39.82,54.02,12.56,1
ORDER_0037,BOX_0037_0037,26.8,53.91,30.18,1
ORDER_0037,BOX_0037_0038,30.18,13.02,53.91,1
ORDER_0037,BOX_0037_0039,45.98,22.18,3.47,1
ORDER_0037,BOX_0037_0040,45.98,7.51,22.18,1
ORDER_0038,BOX_0038_0000,20.27,52.4,66.95,1
ORDER_0038,BOX_0038_0001,100.0,20.78,24.4,1
ORDER_0038,BOX_0038_0002,9.35,100.0,20.78,1
ORDER_0038,BOX_0038_0003,12.98,39.4,52.4,1
ORDER_0038,BOX_0038_0004,20.78,24.56,34.41,1
ORDER_0038,BOX_0038_0005,34.85,34.41,24.56,1
ORDER_0038,BOX_0038_0006,33.74,23.04,100.0,1
ORDER_0038,BOX_0038_0007,47.6,23.59,18.85,1
ORDER_0038,BOX_0038_0008,11.42,47.6,23.59,1
ORDER_0038,BOX_0038_0009,47.6,8.21,69.73,1
ORDER_0038,BOX_0038_0010,52.4,12.04,27.86,1
ORDER_0038,BOX_0038_0011,21.8,27.86,52.4,1
ORDER_0038,BOX_0038_0012,18.58,11.57,52.4,1
ORDER_0038,BOX_0038_0013,11.57,20.51,52.4,1
ORDER_0038,BOX_0038_0014,24.56,11.39,55.63,1
ORDER_0038,BOX_0038_0015,24.56,21.71,55.63,1
ORDER_0038,BOX_0038_0016,13.85,13.11,51.2,1
ORDER_0038,BOX_0038_0017,13.85,7.67,51.2,1
ORDER_0038,BOX_0038_0018,17.84,15.25,66.95,1
ORDER_0038,BOX_0038_0019,52.4,20.07,12.28,1
ORDER_0038,BOX_0038_0020,20.78,6.46,48.8,1
ORDER_0038,BOX_0038_0021,48.8,7.39,20.78,1
ORDER_0038,BOX_0038_0022,4.61,55.63,24.56,1
ORDER_0038,BOX_0038_0023,10.15,55.63,24.56,1
ORDER_0038,BOX_0038_0024,18.28,20.3,33.05,1
ORDER_0038,BOX_0038_0025,20.3,10.32,33.05,1
ORDER_0038,BOX_0038_0026,17.84,12.46,44.19,1
ORDER_0038,BOX_0038_0027,17.84,12.46,22.76,1
ORDER_0038,BOX_0038_0028,28.6,26.68,33.05,1
ORDER_0038,BOX_0038_0029,17.84,43.53,24.69,1
ORDER_0038,BOX_0038_0030,17.84,23.42,24.69,1
ORDER_0038,BOX_0038_0031,28.6,17.73,13.62,1
ORDER_0038,BOX_0038_0032,29.35,17.73,24.56,1
ORDER_0038,BOX_0038_0033,24.56,26.28,17.73,1
ORDER_0038,BOX_0038_0034,23.04,100.0,12.01,1
ORDER_0038,BOX_0038_0035,23.04,100.0,9.88,1
ORDER_0038,BOX_0038_0036,18.94,15.38,69.73,1
ORDER_0038,BOX_0038_0037,28.66,15.38,69.73,1
ORDER_0038,BOX_0038_0038,4.7,15.32,28.6,1
ORDER_0038,BOX_0038_0039,28.6,15.32,8.92,1
ORDER_0038,BOX_0038_0040,28.05,66.95,35.78,1
ORDER_0038,BOX_0038_0041,28.05,66.95,16.62,1
ORDER_0038,BOX_0038_0042,23.8,34.08,33.05,1
ORDER_0038,BOX_0038_0043,26.52,23.8,33.05,1
ORDER_0038,BOX_0038_0044,33.39,27.12,20.07,1
ORDER_0038,BOX_0038_0045,19.01,27.12,20.07,1
ORDER_0038,BOX_0038_0046,22.27,23.82,52.4,1
ORDER_0038,BOX_0038_0047,15.27,22.27,52.4,1
ORDER_0039,BOX_0039_0000,42.89,19.68,60.53,1
ORDER_0039,BOX_0039_0001,17.92,46.45,42.89,1
ORDER_0039,BOX_0039_0002,65.26,36.06,31.86,1
ORDER_0039,BOX_0039_0003,15.15,13.33,100.0,1
ORDER_0039,BOX_0039_0004,17.92,53.55,19.15,1
ORDER_0039,BOX_0039_0005,57.11,62.65,20.35,1
ORDER_0039,BOX_0039_0006,17.38,27.74,40.07,1
ORDER_0039,BOX_0039_0007,17.38,59.93,27.74,1
ORDER_0039,BOX_0039_0008,18.07,13.28,100.0,1
ORDER_0039,BOX_0039_0009,13.28,9.67,100.0,1
ORDER_0039,BOX_0039_0010,37.35,20.35,28.31,1
ORDER_0039,BOX_0039_0011,20.35,28.8,37.35,1
ORDER_0039,BOX_0039_0012,23.59,22.66,100.0,1
ORDER_0039,BOX_0039_0013,23.59,34.45,37.74,1
ORDER_0039,BOX_0039_0014,21.05,14.37,65.26,1
ORDER_0039,BOX_0039_0015,21.05,65.26,17.49,1
ORDER_0039,BOX_0039_0016,42.89,31.74,34.89,1
ORDER_0039,BOX_0039_0017,42.89,31.74,20.5,1
ORDER_0039,BOX_0039_0018,19.68,14.89,39.47,1
ORDER_0039,BOX_0039_0019,19.68,28.0,39.47,1
ORDER_0039,BOX_0039_0020,20.92,31.74,44.61,1
ORDER_0039,BOX_0039_0021,21.97,31.74,44.61,1
ORDER_0039,BOX_0039_0022,34.45,27.41,23.59,1
ORDER_0039,BOX_0039_0023,34.45,34.85,23.59,1
ORDER_0039,BOX_0039_0024,23.74,17.92,36.68,1
ORDER_0039,BOX_0039_0025,16.87,23.74,17.92,1
ORDER_0039,BOX_0039_0026,100.0,24.2,21.19,1
ORDER_0039,BOX_0039_0027,15.15,17.33,65.21,1
ORDER_0039,BOX_0039_0028,34.79,15.15,17.33,1
ORDER_0039,BOX_0039_0029,24.2,57.29,35.92,1
ORDER_0039,BOX_0039_0030,42.71,35.92,24.2,1
ORDER_0039,BOX_0039_0031,26.03,31.86,34.74,1
ORDER_0039,BOX_0039_0032,31.86,34.74,31.08,1
ORDER_0040,BOX_0040_0000,34.26,38.64,28.5,1
ORDER_0040,BOX_0040_0001,28.5,29.09,21.11,1
ORDER_0040,BOX_0040_0002,47.06,28.5,29.09,1
ORDER_0040,BOX_0040_0003,28.5,33.91,22.83,1
ORDER_0040,BOX_0040_0004,15.33,15.81,28.5,1
ORDER_0040,BOX_0040_0005,17.28,15.81,18.58,1
ORDER_0040,BOX_0040_0006,15.81,11.22,18.58,1
ORDER_0040,BOX_0040_0007,47.05,32.32,12.41,1
ORDER_0040,BOX_0040_0008,32.32,19.42,47.05,1
ORDER_0040,BOX_0040_0009,23.31,19.74,15.73,1
ORDER_0040,BOX_0040_0010,47.63,52.95,10.79,1
ORDER_0040,BOX_0040_0011,19.74,16.54,27.07,1
ORDER_0040,BOX_0040_0012,32.27,21.94,34.79,1
ORDER_0040,BOX_0040_0013,32.27,21.95,34.79,1
ORDER_0040,BOX_0040_0014,13.62,34.79,67.73,1
ORDER_0040,BOX_0040_0015,7.06,16.54,41.1,1
ORDER_0040,BOX_0040_0016,41.1,12.68,16.54,1
ORDER_0040,BOX_0040_0017,67.73,19.8,8.34,1
ORDER_0040,BOX_0040_0018,14.99,67.73,8.34,1
ORDER_0040,BOX_0040_0019,47.63,52.95,7.28,1
ORDER_0040,BOX_0040_0020,47.63,52.95,13.76,1
ORDER_0040,BOX_0040_0021,68.17,36.71,12.36,1
ORDER_0040,BOX_0040_0022,5.18,47.05,67.68,1
ORDER_0040,BOX_0040_0023,16.93,32.27,47.14,1
ORDER_0040,BOX_0040_0024,16.93,32.27,21.03,1
ORDER_0040,BOX_0040_0025,30.23,44.23,36.71,1
ORDER_0040,BOX_0040_0026,28.2,47.05,10.11,1
ORDER_0040,BOX_0040_0027,39.48,47.05,10.11,1
ORDER_0040,BOX_0040_0028,67.68,18.64,16.54,1
ORDER_0040,BOX_0040_0029,16.54,67.68,28.41,1
ORDER_0040,BOX_0040_0030,68.17,10.24,19.44,1
ORDER_0040,BOX_0040_0031,19.44,22.03,68.17,1
ORDER_0040,BOX_0040_0032,23.09,32.27,43.89,1
ORDER_0040,BOX_0040_0033,32.27,10.29,43.89,1
ORDER_0040,BOX_0040_0034,15.73,7.54,44.86,1
ORDER_0040,BOX_0040_0035,15.73,12.2,44.86,1
ORDER_0040,BOX_0040_0036,12.08,36.1,25.14,1
ORDER_0040,BOX_0040_0037,24.63,36.1,25.14,1
ORDER_0040,BOX_0040_0038,12.14,67.73,22.78,1
ORDER_0040,BOX_0040_0039,22.65,31.77,22.78,1
ORDER_0040,BOX_0040_0040,22.65,22.78,35.96,1
ORDER_0040,BOX_0040_0041,22.39,31.83,52.95,1
ORDER_0040,BOX_0040_0042,29.98,52.95,31.83,1
ORDER_0040,BOX_0040_0043,32.07,36.71,7.88,1
ORDER_0040,BOX_0040_0044,32.07,36.71,17.26,1
ORDER_0040,BOX_0040_0045,23.43,34.79,31.57,1
ORDER_0040,BOX_0040_0046,23.43,34.79,36.16,1
ORDER_0040,BOX_0040_0047,23.94,16.51,30.23,1
ORDER_0040,BOX_0040_0048,23.94,30.23,20.2,1
ORDER_0041,BOX_0041_0000,63.81,40.66,34.0,1
ORDER_0041,BOX_0041_0001,34.0,24.09,63.81,1
ORDER_0041,BOX_0041_0002,19.13,35.25,50.45,1
ORDER_0041,BOX_0041_0003,66.0,43.47,17.04,1
ORDER_0041,BOX_0041_0004,13.38,64.75,14.02,1
ORDER_0041,BOX_0041_0005,13.38,64.75,19.98,1
ORDER_0041,BOX_0041_0006,28.98,29.3,30.51,1
ORDER_0041,BOX_0041_0007,35.25,49.55,16.27,1
ORDER_0041,BOX_0041_0008,35.49,24.49,36.62,1
ORDER_0041,BOX_0041_0009,13.83,61.13,46.77,1
ORDER_0041,BOX_0041_0010,30.35,43.47,30.75,1
ORDER_0041,BOX_0041_0011,34.1,8.43,50.45,1
ORDER_0041,BOX_0041_0012,12.18,46.77,35.25,1
ORDER_0041,BOX_0041_0013,52.21,35.49,15.68,1
ORDER_0041,BOX_0041_0014,22.81,34.0,35.28,1
ORDER_0041,BOX_0041_0015,29.47,34.0,22.81,1
ORDER_0041,BOX_0041_0016,35.25,14.36,46.77,1
ORDER_0041,BOX_0041_0017,46.77,12.33,35.25,1
ORDER_0041,BOX_0041_0018,21.42,23.26,46.77,1
ORDER_0041,BOX_0041_0019,23.23,30.51,12.19,1
